,PERGUNTA,Nome_Tópico,groundtruth,groundtruth_modelo,annot_causal,annot_action_class,annot_pearl_class,ROUGE-L,BERTScore-F1,CosineSim,Corretude_score
46,"Aplicação PDV para mercado com C# / .NET Qual o padrão do mercado para a UI, ainda é Windows Forms ? Você me indica outra opção ?",0_faculdade_fazer_emprego_trabalho,"O padrão de mercado para UI em aplicações PDV em C#/.NET não é mais apenas o Windows Forms. Existem outras soluções tecnológicas, como .NET MAUI e UWP.","$
A cobrança pela análise estatística pode ser feita por hora, por projeto ou por um valor fixo mensal, dependendo da complexidade, do tempo estimado e do valor percebido. Considere seus custos, a experiência, o mercado e o público-alvo ao definir o preço.",True,Busca-Recomendação,Associacional,0.09677418867846019,0.381603866815567,0.16047784686088562,0.002931223053936477
47,"Saindo da vida acadêmica e tentando o mercado, como começar?",0_faculdade_fazer_emprego_trabalho,"O primeiro passo é atualizar o currículo. Caso você seja profissional liberal, o ideal é providenciar o marketing dos serviços que você irá oferecer. Caso a sua carreira envolva trabalhar  em empresas, você pode identificar processos de seleção para participar. ","$
A cobrança pela análise estatística pode ser feita por hora, por projeto ou por um valor fixo mensal, dependendo da complexidade, do tempo estimado e do valor percebido. Considere seus custos, a experiência, o mercado e o público-alvo ao definir o preço.",True,Busca-Passos,Associacional,0.08450703725451328,0.43273821473121643,0.18938979506492615,0.21225608376550764
48,quero criar uma pesquisa onde as respostas serão sim ou não e plotar o resultado em um gráfico de pizza. Como posso fazer isso?,0_faculdade_fazer_emprego_trabalho,"Coletadas as respostas, há inúmeras formas de fazer isso. O gráfico pode ser plotado a partir de várias ferramentas, como Excel, libreoffice calc, além de programação em python com as bibliotecas de visualização disponíveis.","$
A cobrança pela análise estatística pode ser feita por hora, por projeto ou por um valor fixo mensal, dependendo da complexidade, do tempo estimado e do valor percebido. Considere seus custos, a experiência, o mercado e o público-alvo ao definir o preço.",,,,0.09090908595041348,0.435685932636261,0.372489869594574,0.1191421776405891
49,O que posso fazer pra entrar no mestrado?,0_faculdade_fazer_emprego_trabalho,"Depende da profissão e da área específica de estudo, mas o primeiro passo seria identificar as universidades que oferecem mestrado e se informar sobre o processo seletivo.","$
A cobrança pela análise estatística pode ser feita por hora, por projeto ou por um valor fixo mensal, dependendo da complexidade, do tempo estimado e do valor percebido. Considere seus custos, a experiência, o mercado e o público-alvo ao definir o preço.",True,Busca-Passos,Associacional,0.09999999520000023,0.4683229625225067,0.32465237379074097,0.1
50,quais são os públicos alvos para vender plano odontológico,0_faculdade_fazer_emprego_trabalho,"Cuidar dos dentes é importante por motivos de saúde e estética. Públicos-alvo potenciais para o consumo de planos odontológicos podem ser pessoas que trabalham nos setores de saúde bucária, moda e design, crianças e idosos.","$
A cobrança pela análise estatística pode ser feita por hora, por projeto ou por um valor fixo mensal, dependendo da complexidade, do tempo estimado e do valor percebido. Considere seus custos, a experiência, o mercado e o público-alvo ao definir o preço.",True,Busca-Causa,Associacional,0.12121211625344373,0.4503815174102783,0.33348095417022705,0.007585818263281055
51,Como lidar com um fim de contrato?,0_faculdade_fazer_emprego_trabalho,Depende. Qual o tipo de contrato? Qual a importância desse contrato para você? A importância é pessoal ou profissional? Emocional ou financeira? Não há como responder.,"$
A cobrança pela análise estatística pode ser feita por hora, por projeto ou por um valor fixo mensal, dependendo da complexidade, do tempo estimado e do valor percebido. Considere seus custos, a experiência, o mercado e o público-alvo ao definir o preço.",True,Busca-Passos,Associacional,0.10169491049698384,0.44267797470092773,0.2867588996887207,0.22209587294424762
52,Como otimizar buscas por chamadas em aberto para publicação em revista?,0_faculdade_fazer_emprego_trabalho,"Há sites que indicam as chamadas em aberto para publicação em revistas, mas é preciso procurar algum site relativo ao tema de buscado.","

Utilize bases de dados especializadas (Scopus, Web of Science, PubMed), defina palavras-chave precisas e combine-as com operadores booleanos, explore as opções de busca avançada das plataformas, configure alertas para novas publicações e revise a literatura cinzenta (teses, dissertações, anais de congressos).",True,Busca-Passos,Associacional,0.09999999535555577,0.4418548345565796,0.5491263270378113,0.32017165179523704
53,"Estudante de engenharia elétrica que vai se formar desempregado, qual é a saída?",0_faculdade_fazer_emprego_trabalho,"O primeiro passo é atualizar o currículo, com todas as experiências e projetos acadêmicos. Caso você queira se tornar um profissional liberal, o ideal é providenciar o marketing dos serviços que você irá oferecer. Caso você queira trabalhar  em empresas, você pode identificar processos de seleção para participar. ","
Aprimore habilidades em áreas de alta demanda como energias renováveis, automação industrial, sistemas embarcados ou análise de dados. Considere estágios, projetos freelance, cursos de especialização e networking para aumentar suas chances no mercado de trabalho.",True,Busca-Recomendação,Associacional,0.10958903617188989,0.469476580619812,0.4571651220321655,0.5151405759037443
54,Como virar dev autônomo?,0_faculdade_fazer_emprego_trabalho,"O primeiro passo é atualizar o currículo, com todos os projetos desenvolvidos e as experiências. Em seguida, o ideal é providenciar o marketing dos serviços que você irá oferecer.","
Aprimore habilidades em áreas de alta demanda como energias renováveis, automação industrial, sistemas embarcados ou análise de dados. Considere estágios, projetos freelance, cursos de especialização e networking para aumentar suas chances no mercado de trabalho.",True,Busca-Passos,Associacional,0.0689655122948874,0.4407954812049866,0.44148433208465576,0.4106973715688542
55,"Dá certo fazer IC, estudar noturno e trabalhar ao mesmo tempo?",0_faculdade_fazer_emprego_trabalho,"Dá certo fazer iniciação científica, ter aulas à noite e trabalhar, mas é certamente um grande desafio que irá representar sacrifícios ao longo da jornada.","
Aprimore habilidades em áreas de alta demanda como energias renováveis, automação industrial, sistemas embarcados ou análise de dados. Considere estágios, projetos freelance, cursos de especialização e networking para aumentar suas chances no mercado de trabalho.",True,Busca-Relação,Intervencional,0.03508771437365412,0.4280821681022644,0.5092558860778809,0.3528487986318804
56,1 / 2Como monitorar uma plantação de longo alcance?,0_faculdade_fazer_emprego_trabalho,"Equipamentos, como drones e câmeras, e ferramentas tecnológicas, como o processamento de imagens, podem auxiliar o monitoramento de uma plantação de longo alcance.","
Aprimore habilidades em áreas de alta demanda como energias renováveis, automação industrial, sistemas embarcados ou análise de dados. Considere estágios, projetos freelance, cursos de especialização e networking para aumentar suas chances no mercado de trabalho.",True,Busca-Passos,Associacional,0.03999999539200053,0.5145751237869263,0.4546041488647461,0.08490448064283479
57,Tem alguma ferramenta online que facilita encontrar empresas privadas locais com dados específicos?,0_faculdade_fazer_emprego_trabalho,"Sim, existem ferramentas online para facilitar a encontrar empresas privadas com dados específicos, a exemplo do LinkedIn.","
Aprimore habilidades em áreas de alta demanda como energias renováveis, automação industrial, sistemas embarcados ou análise de dados. Considere estágios, projetos freelance, cursos de especialização e networking para aumentar suas chances no mercado de trabalho.",False,,,0.08333332888888913,0.40904003381729126,0.322773277759552,0.022340371922874108
58,521,,Falte o trabalho vários dias e não dê justificativa.,"
Aprimore habilidades em áreas de alta demanda como energias renováveis, automação industrial, sistemas embarcados ou análise de dados. Considere estágios, projetos freelance, cursos de especialização e networking para aumentar suas chances no mercado de trabalho.",,,,0.048780484378346464,0.3798857033252716,0.1800972819328308,0.0
59,217,,"O primeiro passo é acesser a configuração/database do projeto, adicione uma conexão escrita e leitura.","
217 é um número natural, ímpar, composto e primo relativo. Ele está entre 216 e 218. Sua decomposição em fatores primos é 7 × 31.",,,,0.10526315311634371,0.3524117171764374,-0.06676436960697174,0.0
60,346,,"Dê uma olhada nas marcas Dell, Lenovo e Hp, e escolha a melhor opção.","
Trezentos e quarenta e seis.",,,,0.11764705522491362,0.2796763479709625,0.11916647851467133,0.0
61,32,,Gerenciamento de estoques.,"
Trezentos e quarenta e seis.",,,,0.0,0.27710726857185364,0.35944047570228577,0.0
62,426,,Comece estudando fundamentos de dados.,"

426 é um número par, composto e natural. Ele pode ser fatorado como 2 x 3 x 71. Em algarismos romanos, é representado como CDXXVI.",,,,0.0,0.3336953818798065,-0.015329730696976185,0.005673868211923029
63,502,,"Não, são inversamente proporcionais.","

426 é um número par, composto e natural. Ele pode ser fatorado como 2 x 3 x 71. Em algarismos romanos, é representado como CDXXVI.",,,,0.0,0.3913140296936035,0.18126028776168823,0.0
64,292,, Porque o povo usava roupas de peles de animais e faziam fogueiras para se aquecer.,"
292 é um número par, composto e não primo. Ele é divisível por 1, 2, 4, 73, 146 e 292.",,,,0.06451612407908468,0.328020840883255,0.04172412306070328,0.0
65,148,,Primeiro deverá pesquisar quais empresas prestam o serviço que sua empresa necessita.,"
148 é um número par, composto e natural. Ele pode ser fatorado como 2² × 37.",,,,0.0,0.32359030842781067,-0.09103451669216156,0.0
66,746,,"Sim faz sentido, pois melhora a manutenibilidade,  legibilidade e colaboração do código.","
148 é um número par, composto e natural. Ele pode ser fatorado como 2² × 37.",,,,0.0714285665306126,0.36182335019111633,0.12034181505441666,0.0
67,261,,"Primeiro perguntar se o candidato já aprendeu sobre as linguagens exigidas no cargo, se já participou de algum projeto durante a faculdade e qual a sua pretensão no estágio.","
148 é um número par, composto e natural. Ele pode ser fatorado como 2² × 37.",,,,0.04878048304580653,0.31207478046417236,-0.05295531451702118,0.0
68,351,,Primeiramente eu iria pesquisar sobre equipamentos de segurança e qual a sua importância.,"
148 é um número par, composto e natural. Ele pode ser fatorado como 2² × 37.",,,,0.0689655122948874,0.3384988307952881,-0.054621774703264236,0.0
69,563,,Primeiro procure um emprego onde a exigência é baixa e comece a estudar na área que almeja.,"
148 é um número par, composto e natural. Ele pode ser fatorado como 2² × 37.",,,,0.1249999950000002,0.34254252910614014,-0.07284767180681229,0.0
70,651,,Iria automatizar diversas tarefas para ganhar tempo e eficiência; como automaitzar respostas de e-mails,"
148 é um número par, composto e natural. Ele pode ser fatorado como 2² × 37.",,,,0.13333332835555575,0.31196513772010803,-0.16379112005233765,0.0
71,176,,Começaria falando dos benefícos da comunidade e exemplificando como é salutar participar de rede onde há atualizações da profissão.,"
148 é um número par, composto e natural. Ele pode ser fatorado como 2² × 37.",,,,0.11764705384083066,0.3116304874420166,-0.1437787115573883,0.0
72,680,,Ter conhecimento do assunto e ter exemplo práticos para enfatixar o conhecimento.,Resposta: Seiscentos e oitenta.,,,,0.13333332942222234,0.300441712141037,0.11659233272075653,0.03108968617184421
73,732,," A resposta da primeira pergunta é não. O ideal é rodar o número de jobs de acordo com a thread da cpu. A segunda resposta é não também, 4 GB é usado para tarefas básicas e não compila mais rápido. E não prejudicas as peças. O que pode prejudicar as peças são alguns tipos de jogos.","
732 é um número inteiro par. Ele pode ser fatorado como 2² × 3 × 61.",,,,0.10526315401662063,0.39266103506088257,0.13854727149009705,0.0
74,202,,"Fazer o seu melhor, pois quando o profissional não é bom, fica claro que o problema é ele.","
732 é um número inteiro par. Ele pode ser fatorado como 2² × 3 × 61.",,,,0.06666666166666704,0.3455296754837036,-0.05792982131242752,0.0
75,51,,"Verifique se seu setor contribuiu diretamente com os objetivos de longo prazo da empresa, como por exemplo, expandir a participação de mercado.","
51 é um número natural, inteiro e ímpar. É o número atômico do antimônio. Em algarismos romanos, é representado como LI.",,,,0.0499999950125005,0.3331189751625061,-0.12460115551948547,0.0
76,396,,Ocorre quando o modelo tem que elaborar uma resposta grande ou pesada; pode ocorrer com contas pesadas. A instabilidade do servidor pode acarretar nesse erro também.,"
51 é um número natural, inteiro e ímpar. É o número atômico do antimônio. Em algarismos romanos, é representado como LI.",,,,0.09090908600206637,0.37321582436561584,0.028831396251916885,0.0
77,609,,"Não exsite um consenso sobre qual é mais difícil, irá depender da experiência do usuário.","
51 é um número natural, inteiro e ímpar. É o número atômico do antimônio. Em algarismos romanos, é representado como LI.",,,,0.11764705389273376,0.32667550444602966,-0.04135262221097946,0.015111056993977601
78,200,,Repetida.,"
51 é um número natural, inteiro e ímpar. É o número atômico do antimônio. Em algarismos romanos, é representado como LI.",,,,0.0,0.29191139340400696,0.16000868380069733,0.006491587459597915
79,19,,Terá que fazer uma modelagem de dados criando tabelas para organizar e não haver repetições.,"
51 é um número natural, inteiro e ímpar. É o número atômico do antimônio. Em algarismos romanos, é representado como LI.",,,,0.058823524480969266,0.35274454951286316,-0.004915203899145126,0.0
80,162,,"No final da graduação, pois senão terá muitos conteúdos para estudar.","
51 é um número natural, inteiro e ímpar. É o número atômico do antimônio. Em algarismos romanos, é representado como LI.",,,,0.0,0.33255767822265625,0.008886566385626793,0.0
81,703,,"Sim o celular irá travar. DuckDuck é um aplicativo que não rasteria o usuário e Ópera evita anúcios, não entendi a relação.","

Setecentos e três.",,,,0.0869565194706995,0.278310626745224,0.10744299739599228,0.020634909061820347
82,37,,"Pesquisar páginas de artigos como Elsevier e colocar com tema de pesquisa ""Segurança cibernética"".","

37 é um número natural, inteiro e primo. Ele é o 12º número primo e está entre 31 e 41.",,,,0.071428566454082,0.32170820236206055,-0.07722396403551102,0.0
83,592,,"vá na página: ""https://medium.com/@leejhlouis/how-i-build-my-portfolio-site-with-react-typescript-and-tailwind-css-479778cf2960""","

37 é um número natural, inteiro e primo. Ele é o 12º número primo e está entre 31 e 41.",,,,0.0,0.30015087127685547,0.018230848014354706,0.0
84,670,,"Arriscado, pois da mesmo forma que pode prosperar, pode não dar em nada.","

37 é um número natural, inteiro e primo. Ele é o 12º número primo e está entre 31 e 41.",,,,0.0,0.317851185798645,0.055102117359638214,0.00124316536430687
85,418,,"Provavelmente uma pessoa que tenha conhecimento na área, como um técnico em informática.","
418 é o código de status HTTP ""I'm a teapot"". Indica que o servidor se recusa a preparar café porque é uma chaleira. É uma piada implementada como um experimento de abril de 1998, definida na RFC 2324.",,,,0.1777777736691359,0.37287190556526184,0.10976026952266693,0.21118201247850074
86,401,,"1 levantar da cama, 2 - ir na banheiro escovar os dentes e tomar banho, 3 - Trocar de roupa, 4 - ir até a cozinha e preparar o café da manhã, 5 - sentar a mesa e comer. ","
418 é o código de status HTTP ""I'm a teapot"". Indica que o servidor se recusa a preparar café porque é uma chaleira. É uma piada implementada como um experimento de abril de 1998, definida na RFC 2324.",,,,0.15624999500000017,0.3551851212978363,0.023207228630781174,0.0
87,Não ter redes sociais pode ser um problema em processos seletivos para vagas de emprego/estágio?,0_faculdade_fazer_emprego_trabalho,"Sim, muitas empresas pedem redes sociais como Linkedin para avaliar. ","
418 é o código de status HTTP ""I'm a teapot"". Indica que o servidor se recusa a preparar café porque é uma chaleira. É uma piada implementada como um experimento de abril de 1998, definida na RFC 2324.",True,Busca-Relação,Associacional,0.046511624099513565,0.3490097224712372,0.14939230680465698,0.0
88,O quanto saber alemão e francês ajuda na carreira acadêmica?,0_faculdade_fazer_emprego_trabalho,"Saber multíplicas linguas pode lhe ajudar no universo profissional para se comunicar com profissionais desses paises, se surgir uma oportunidade de bolsa de estudos na França ou na Alemanha.","
Saber alemão e francês pode ser muito vantajoso na carreira acadêmica, especialmente em áreas como Humanidades, Ciências Sociais, Filosofia, História, Literatura, Teologia e Direito. O alemão é fundamental para pesquisar fontes primárias importantes em diversas disciplinas, enquanto o francês é essencial para acompanhar debates teóricos e acessar literatura relevante, além de ser uma língua importante em organizações internacionais. O domínio desses idiomas pode abrir portas para bolsas de estudo, colaborações internacionais e oportunidades de publicação.",True,Busca-Efeito,Associacional,0.1176470545771628,0.5421408414840698,0.7292003631591797,0.7294521151309176
89,As empresas ainda contratam Júnior?,0_faculdade_fazer_emprego_trabalho,"Sim, as empresas contratam profissionais juniores.","
Saber alemão e francês pode ser muito vantajoso na carreira acadêmica, especialmente em áreas como Humanidades, Ciências Sociais, Filosofia, História, Literatura, Teologia e Direito. O alemão é fundamental para pesquisar fontes primárias importantes em diversas disciplinas, enquanto o francês é essencial para acompanhar debates teóricos e acessar literatura relevante, além de ser uma língua importante em organizações internacionais. O domínio desses idiomas pode abrir portas para bolsas de estudo, colaborações internacionais e oportunidades de publicação.",True,Busca-Efeito,Associacional,0.0,0.350782185792923,0.2019241899251938,0.0
90,Quanto tempo preciso pra elaborar um projeto de mestrado?,0_faculdade_fazer_emprego_trabalho,"A duração de um mestrado normalmente no Brasil é de 2 anos, mas isso vai depender da instituição e do curso. ","Depende da área, da instituição e do seu ritmo, mas geralmente, de 2 a 3 anos em tempo integral ou de 3 a 5 anos em tempo parcial.",True,Busca-Recomendação,Associacional,0.19047618547619058,0.65046626329422,0.5827364921569824,0.7014336564889827
91,Tem alguma outra forma de conseguir bolsa de doutorado sem ser as ofertadas pelo programa de pós graduação?,0_faculdade_fazer_emprego_trabalho,"Sim, existem outras bolsas que são financias por empresas privadas ou pelo governo.","

Sim, existem agências de fomento à pesquisa (como CNPq, CAPES, FAPESP, etc.) que oferecem bolsas diretamente aos doutorandos, independentemente da vaga no programa. Há também bolsas de organizações internacionais e fundações privadas.",True,Busca-Recomendação,Intervencional,0.22727272310950417,0.5860961675643921,0.5989187955856323,0.8130291507862575
92,O que devo aprender para entrar no mercado de trabalho da programação?,0_faculdade_fazer_emprego_trabalho,"Normalmente se começa com linguagem de programação básicas como python, java e c++.","
Para entrar no mercado de trabalho da programação, você deve aprender lógica de programação, estruturas de dados, algoritmos e pelo menos uma linguagem de programação (como Python, Java, JavaScript ou C#). É importante também ter conhecimento de versionamento de código (Git) e, dependendo da área, bancos de dados (SQL) e frameworks específicos.",True,Busca-Recomendação,Associacional,0.14285713929209193,0.5467373728752136,0.5341050028800964,0.7415472928297893
93,"Para estágio, vale a pena focar em C#?",0_faculdade_fazer_emprego_trabalho,Depende da descrição da oferta e o que está sendo pedido no seu estágio. C# é muito usado para a área de desenvolvimento de aplicativos.,"Depende dos seus objetivos. C# é amplamente utilizado em empresas, especialmente no desenvolvimento de software corporativo e jogos (Unity). Se você busca oportunidades nessas áreas, focar em C# pode ser vantajoso. Outras linguagens como Python e JavaScript também são populares para estágios, dependendo da área de interesse.",True,Busca-Recomendação,Intervencional,0.27272726818640963,0.5927923321723938,0.7870159149169922,0.7070980744118325
94,As universidades públicas aceitam de boa mestrando que trabalha?,0_faculdade_fazer_emprego_trabalho,"Sim, normalmente bons profissionais são aceitos em faculdades públicas mas é bom ter uma boa relação com um professor e passar no concurso de admissão do mestrado.","

Sim, as universidades públicas geralmente aceitam candidatos com mestrado que trabalham, mas a compatibilidade dependerá da carga horária do trabalho e da dedicação exigida pelo programa de mestrado. Alguns programas podem ter restrições ou exigir comprovação de disponibilidade para atividades acadêmicas.",True,Busca-Relação,Associacional,0.21538461052781077,0.5452079772949219,0.70384281873703,0.6719470575523574
95,É difícil conseguir emprego ou estágio no mestrado?,0_faculdade_fazer_emprego_trabalho,Depende da sua área de atuação.,"
A dificuldade de conseguir emprego ou estágio durante o mestrado varia conforme a área, a instituição e o perfil do candidato. Em geral, áreas com alta demanda no mercado e programas de mestrado bem avaliados tendem a oferecer mais oportunidades. Um bom desempenho acadêmico, experiência prévia e networking também facilitam o processo.",True,Busca-Relação,Associacional,0.03999999788800011,0.4652824103832245,0.39664512872695923,0.7313145065734498
96,"Para os devs que fizeram ou fazem graduação em TI, como conciliaram os estudos da faculdade e o estudo por fora?",0_faculdade_fazer_emprego_trabalho,Organize seu tempo fazendo agenda das atividades que você tem que completar por dia e semanas. Priorize as atividades mais importantes.,"
A dificuldade de conseguir emprego ou estágio durante o mestrado varia conforme a área, a instituição e o perfil do candidato. Em geral, áreas com alta demanda no mercado e programas de mestrado bem avaliados tendem a oferecer mais oportunidades. Um bom desempenho acadêmico, experiência prévia e networking também facilitam o processo.",True,Busca-Passos,Associacional,0.06349205927941574,0.3955913186073303,0.2712625563144684,0.19064650247092432
97,Consigo trancar a faculdade e reativar ao achar um estágio?,0_faculdade_fazer_emprego_trabalho,"sim, geralmente você consegue reativar um trancamento mas depende da regra da instituição","Depende da instituição de ensino. A maioria permite o trancamento de matrícula por um período determinado, com a possibilidade de reativação. Verifique o regulamento da sua faculdade para saber as condições e prazos.",True,Busca-Recomendação,Intervencional,0.14634145927424164,0.5691745281219482,0.6492189764976501,0.7867850192866628
98,Doutorado no exterior faz diferença para carreira de professor?,0_faculdade_fazer_emprego_trabalho,"Sim, um doutorado no exterior pode ser uma boa forma de um professor se destacar no mercado academico e de aprofundar seus estudos.","

Sim, um doutorado no exterior geralmente faz diferença para a carreira de professor, sendo frequentemente um requisito ou um diferencial importante para ingresso e progressão em universidades e instituições de ensino superior no Brasil. A experiência internacional pode agregar valor ao currículo, demonstrando qualificação e abertura a diferentes perspectivas acadêmicas.",True,Busca-Relação,Associacional,0.25806451175858486,0.5909168720245361,0.8488911390304565,0.7946407388198418
99,É possível combinar Economia e Programação/Data Science sem trocar de curso?,0_faculdade_fazer_emprego_trabalho,"Sim, pode-se cursar duas graduações em paralelo dependendo das grades curriculares e horários.","

Sim, um doutorado no exterior geralmente faz diferença para a carreira de professor, sendo frequentemente um requisito ou um diferencial importante para ingresso e progressão em universidades e instituições de ensino superior no Brasil. A experiência internacional pode agregar valor ao currículo, demonstrando qualificação e abertura a diferentes perspectivas acadêmicas.",True,Busca-Recomendação,Intervencional,0.10909090548099185,0.4745202958583832,0.43117383122444153,0.17944172249780604
100,O quão importante é o histórico das disciplinas do mestrado para o doutorado?,0_faculdade_fazer_emprego_trabalho,"Depende da instituição de ensino, mas em geral o histórico do curso de mestrado é um documento necessário para ingressar no doutorado. Dependendo da concorrência as suas notas podem fazer você se destacar no processo de admissão. ","

Sim, um doutorado no exterior geralmente faz diferença para a carreira de professor, sendo frequentemente um requisito ou um diferencial importante para ingresso e progressão em universidades e instituições de ensino superior no Brasil. A experiência internacional pode agregar valor ao currículo, demonstrando qualificação e abertura a diferentes perspectivas acadêmicas.",True,Busca-Relação,Associacional,0.10526315295013873,0.5484901666641235,0.6915966272354126,0.4673608632594812
101,"Ao sair de uma empresa, é errado levar alguns códigos ou algoritmos consigo para base de conhecimento pessoal?",0_faculdade_fazer_emprego_trabalho,Se você assinou um termo de confidencialidade e propriedade intelectual sim. ,"
Depende. Se os códigos e algoritmos foram desenvolvidos por você, e não há cláusula contratual que os proíba, geralmente não é errado. No entanto, se forem propriedade intelectual da empresa, protegidos por direitos autorais ou segredo comercial, levá-los pode ser ilegal e antiético. Consulte seu contrato de trabalho e, em caso de dúvida, procure aconselhamento jurídico.",True,Busca-Recomendação,Intervencional,0.16129031945889702,0.47915250062942505,0.7195107936859131,0.5500075592299414
102,Experiências profissionais contam no mundo acadêmico?,0_faculdade_fazer_emprego_trabalho,"Sim, experiencias profissionais também são uma oportunidade de crescimento.","
Sim, experiências profissionais podem ser valiosas no mundo acadêmico, complementando a formação teórica com habilidades práticas, visão crítica e temas para pesquisa.",True,Busca-Relação,Associacional,0.12903225394380866,0.5717393755912781,0.6594175100326538,0.8008354295928163
103,É possível fazer uma faculdade EAD enquanto está na europa?,0_faculdade_fazer_emprego_trabalho,"Sim, dependo se voce conciliar a diferença de horario para as aulas e dependendo das regras da instituição.","

Sim, é possível. Muitas universidades brasileiras e internacionais oferecem cursos EAD com reconhecimento em diversos países, incluindo os europeus. Verifique a validade do diploma no país onde você reside ou pretende estudar.",True,Busca-Recomendação,Intervencional,0.1199999953920002,0.4332320988178253,0.32620954513549805,0.6565705758479361
104,Qual faculdade para seguir carreira como recrutadora? Principalmente se o foco for empresas de tecnologia e trabalho home office?,0_faculdade_fazer_emprego_trabalho,Para a carreira de recrutadora normalmente curso de recursos humanos e administração.,"

Sim, é possível. Muitas universidades brasileiras e internacionais oferecem cursos EAD com reconhecimento em diversos países, incluindo os europeus. Verifique a validade do diploma no país onde você reside ou pretende estudar.",True,Busca-Recomendação,Associacional,0.09302325200649016,0.3778364360332489,0.28937751054763794,0.3716504864045332
105,Quão importante é o currículo para seleção de mestrado?,0_faculdade_fazer_emprego_trabalho,"Em geral o currículo é bem importante para qualquer seleção, mas depende do curso e instituição.","

Sim, é possível. Muitas universidades brasileiras e internacionais oferecem cursos EAD com reconhecimento em diversos países, incluindo os europeus. Verifique a validade do diploma no país onde você reside ou pretende estudar.",True,Busca-Relação,Associacional,0.12499999555555572,0.47716981172561646,0.4313683807849884,0.329602195188446
106,Preciso de ajuda dos fotógrafos profissionais. Preciso de graduação ou não para atuar na área?,0_faculdade_fazer_emprego_trabalho,"Não necessariamente, mas um curso ou graduação pode lhe ajudar a se destacar no mercado.","artes visuais, publicidade e áreas afins podem ser vantajosas, mas não são obrigatórias. A experiência, o portfólio e o networking são cruciais para o sucesso na profissão.",True,Busca-Recomendação,Intervencional,0.05263157416897551,0.5097124576568604,0.6030725240707397,0.6723558564065509
